chargeTimeHrs,hour,isWeekend,distance,source,kmeans_cluster
1.510555556,15.0,0,21.0238262,real,2
2.177222222,17.0,0,21.0238262,real,2
4.671666667,12.0,0,21.0238262,real,2
1.768333333,19.0,0,21.0238262,real,2
0.298611111,20.0,0,21.0238262,real,2
0.422222222,14.0,0,21.0238262,real,2
0.64,15.0,0,21.0238262,real,2
1.010833333,20.0,0,21.0238262,real,2
0.179166667,17.0,0,21.0238262,real,2
0.387777778,18.0,0,21.0238262,real,2
2.419444444,18.0,0,21.0238262,real,2
0.690833333,14.0,0,21.0238262,real,2
3.413055556,15.0,0,20.695727,real,2
3.140277778,19.0,0,20.695727,real,2
2.455277778,19.0,0,20.695727,real,2
2.483055556,19.0,0,20.695727,real,2
2.245833333,17.0,0,20.695727,real,2
4.738333333,16.0,0,20.695727,real,2
3.580277778,18.0,0,20.695727,real,2
3.724444444,17.0,0,20.695727,real,2
3.179722222,12.0,0,20.695727,real,2
3.830277778,17.0,0,20.695727,real,2
2.188611111,14.0,0,20.695727,real,2
1.2483570765056164,22.0,0,20.345056484805504,synthetic,2
0.9308678494144076,11.0,0,23.87655425873836,synthetic,1
1.3238442690503462,16.0,0,11.793323744428085,synthetic,2
1.7615149282040128,7.0,1,32.95211355912322,synthetic,0
0.882923312638332,10.0,1,17.30070759191402,synthetic,0
0.8829315215254098,2.0,1,19.977430890913944,synthetic,0
1.7896064077536955,5.0,0,21.659242520544613,synthetic,1
1.3837173645764544,8.0,0,19.21586610614456,synthetic,1
0.7652628070325239,5.0,0,23.389405004696123,synthetic,1
1.2712800217929825,8.0,1,8.827468134530768,synthetic,0
0.7682911535937689,6.0,0,9.416982460539694,synthetic,1
0.7671351232148715,8.0,0,3.9984576702830505,synthetic,1
1.120981135783017,17.0,1,19.395012306202265,synthetic,0
0.2,11.0,0,22.78936503512114,synthetic,1
0.2,7.0,0,19.577728661518854,synthetic,1
0.7188562353795136,7.0,0,31.74492433347537,synthetic,1
0.4935844398327881,17.0,0,14.944039811709535,synthetic,2
1.157123666297637,19.0,0,21.687416555925125,synthetic,2
0.5459879622393946,14.0,0,4.082991238606857,synthetic,2
0.2938481493323542,6.0,0,11.12900297525599,synthetic,1
1.732824384460777,10.0,0,21.95537757565777,synthetic,1
0.8871118497567322,19.0,1,23.49102110743144,synthetic,0
1.033764102343962,15.0,0,12.06033052335818,synthetic,2
0.2876259068932716,3.0,0,14.284007481419332,synthetic,1
0.7278086377374087,5.0,0,1.0,synthetic,1
1.0554612948549331,21.0,1,11.429707991933906,synthetic,0
0.4245032112888486,2.0,0,23.90383163519786,synthetic,1
1.187849009172836,8.0,0,20.75205016106566,synthetic,1
0.6996806550405975,9.0,1,20.006657213812097,synthetic,0
0.8541531251033616,13.0,1,15.4977368718096,synthetic,0
0.6991466938853015,10.0,0,15.070631586281763,synthetic,1
1.926139092254469,17.0,1,8.39678860526553,synthetic,0
0.993251387631033,21.0,0,21.988284202025348,synthetic,2
0.4711445355220498,11.0,0,19.2097294438939,synthetic,1
1.4112724560515946,22.0,0,19.920188479927997,synthetic,2
0.3895781750144889,11.0,0,9.739651573324196,synthetic,1
1.1044317975023776,12.0,1,1.0,synthetic,0
0.2,12.0,0,25.97152711753696,synthetic,1
0.3359069755507847,18.0,0,10.21162543991596,synthetic,2
1.0984306179345618,18.0,1,6.372242359568794,synthetic,0
1.369233289997705,22.0,1,21.934789119139936,synthetic,0
1.0856841405949853,13.0,0,11.079873600808703,synthetic,2
0.9421758588058796,3.0,0,25.599363840466214,synthetic,1
0.8494481522053556,12.0,0,21.17005949576697,synthetic,1
0.2607390048162863,7.0,1,21.835693232004772,synthetic,0
0.6400778958026456,22.0,0,1.3404428879946568,synthetic,2
0.7696806145201063,20.0,1,27.119439853864005,synthetic,0
1.528561113109458,22.0,0,17.61250531233856,synthetic,2
1.1718091447842307,18.0,0,11.307228607537969,synthetic,2
0.2,11.0,0,16.43388467342251,synthetic,1
1.1620419846973975,17.0,0,1.0,synthetic,2
0.8074588597918417,5.0,0,19.086528114806708,synthetic,1
0.6615389998470207,17.0,1,4.706284918179284,synthetic,0
1.305838144420434,18.0,0,1.4732971415646556,synthetic,2
1.5154997612479757,21.0,0,1.0,synthetic,2
1.4656400595580994,4.0,1,26.126883749899253,synthetic,0
0.5803912383886807,23.0,0,8.707366063072113,synthetic,2
0.8453938120743927,8.0,1,30.337277099164996,synthetic,0
1.165631715701782,2.0,0,9.64198536947702,synthetic,1
1.4877725635611796,9.0,0,1.0,synthetic,1
0.760412881077355,18.0,0,3.834755600513409,synthetic,2
0.9071705116680916,2.0,0,27.358116200069382,synthetic,1
0.4468325129969859,21.0,1,13.441018220633325,synthetic,0
0.4018966879596646,14.0,0,9.51712703509399,synthetic,2
1.406262911197099,0.0,0,16.600182258527877,synthetic,1
1.6781200142854114,6.0,0,20.01782736167545,synthetic,1
0.963994939209833,11.0,0,26.17398815902461,synthetic,1
1.501766448946012,16.0,1,29.484992298929264,synthetic,0
1.180818012523817,20.0,0,11.402313542109145,synthetic,2
0.6774401226974378,23.0,0,1.739523139179617,synthetic,2
1.180697802754207,19.0,1,10.86534838876724,synthetic,0
1.7690182832329846,4.0,0,17.60280506582886,synthetic,1
0.9820869804450242,3.0,1,5.3624107378938906,synthetic,0
1.782321827907003,11.0,0,5.42849085104957,synthetic,2
0.2,19.0,0,18.437878815498856,synthetic,2
1.410951252187612,23.0,0,14.513476484295488,synthetic,2
1.0435235341190856,17.0,1,15.327969954115863,synthetic,0
0.8504963247670663,16.0,1,7.4150466529993055,synthetic,0
1.0458803882677512,18.0,0,12.695992857942327,synthetic,2
0.2,8.0,0,5.757668557316956,synthetic,1
0.890164056081244,3.0,0,23.90198411124787,synthetic,1
1.1785562857558731,20.0,0,25.352493347237527,synthetic,2
1.7389470223707582,1.0,0,1.0,synthetic,1
0.7408648908631763,3.0,1,5.704891398075899,synthetic,0
0.5957531985534061,1.0,0,1.0,synthetic,1
0.7491214782077318,14.0,0,8.499760655931018,synthetic,2
1.457701058851037,1.0,0,14.165620302096391,synthetic,1
1.1643755548298422,3.0,0,1.0,synthetic,1
0.7351198981164806,5.0,0,5.781401868746869,synthetic,1
1.256633716556678,6.0,0,4.960426279185015,synthetic,1
1.0485387746740202,9.0,1,17.07267329398944,synthetic,0
1.4843224952664449,18.0,0,15.693443370362504,synthetic,2
0.6489734530613238,18.0,0,7.782624466627467,synthetic,2
0.8361689267011159,21.0,0,16.76820872139398,synthetic,2
0.8039459234339212,11.0,1,9.533199154127344,synthetic,0
0.2682425259339407,2.0,1,12.283448896739468,synthetic,0
1.148060138532288,12.0,0,31.73452090298537,synthetic,1
1.1305276360899446,17.0,1,28.40461051790348,synthetic,0
1.0025567283212304,7.0,0,2.004187630724024,synthetic,1
0.8827064333124266,20.0,0,23.297324178791747,synthetic,2
0.2923146289747929,14.0,0,23.11396554491592,synthetic,2
0.7896773386173205,0.0,0,3.517367112473817,synthetic,1
0.8286427417366152,2.0,0,23.187776437548607,synthetic,1
0.5988613653891905,7.0,1,30.379319184125528,synthetic,0
0.9193571441669954,3.0,1,3.774551937555861,synthetic,0
1.2020254284072691,15.0,0,5.824971789857363,synthetic,2
1.9430929506052648,22.0,0,25.176614668435025,synthetic,2
1.0872889064159197,9.0,0,17.71495310825648,synthetic,1
1.1287751953613825,11.0,0,20.51476275239523,synthetic,1
0.9627770421169164,13.0,0,18.405892164004968,synthetic,2
0.2,13.0,0,18.90695920928144,synthetic,1
0.9867430622753915,1.0,0,1.7352787168891697,synthetic,1
1.0301151049705133,22.0,1,25.473177066214483,synthetic,0
2.231621056242643,4.0,0,26.695899924277736,synthetic,1
0.9038195176094388,4.0,0,12.706092559319725,synthetic,1
1.1507736711668062,5.0,1,14.565230501861375,synthetic,0
0.9826441151473784,12.0,0,1.0,synthetic,2
0.415660981190234,8.0,0,20.14254756017835,synthetic,1
1.5714114072575105,21.0,0,20.72057441714144,synthetic,2
1.3759665163433872,14.0,0,14.37808983000689,synthetic,2
1.3955159735215237,13.0,1,26.243533598705028,synthetic,0
0.5453062726026305,23.0,0,11.659227690200597,synthetic,2
