ID,Title,Latitude,Longitude,AccessComments,WheelchairAccess,Connectors,City
54547,Westfield Sydney - Valet Parking,-33.8694048813709,151.208287100525,Access via Valet Parking,N/A,1,Sydney
55007,Park Hyatt Sydney,-33.8560032,151.2094239,Available for patrons only. Please see valet.,N/A,1,The Rocks
100404,Broadway Supercharger,-33.882995,151.194332,,N/A,1,Broadway
311308,Tesla Destination Charger,-33.883393295749826,151.1945968746586,At Parking B2 level near the exit to Bay Street.,N/A,1,Broadway
8737,Derby Place,-33.88358,151.19153,,N/A,1,Glebe
272614,Mirvac South Eveleigh,-33.8955812,151.1958121,,N/A,6,Eveleigh
272689,Dorhauer Lane,-33.88847179022024,151.23760032945688,,N/A,2,Woollahra
150024,Supa Centa Moore Park,-33.902079196334896,151.215231409333,"Lower parking, at the south lift, between the inclinator bays.",N/A,1,Kensington
272616,NRMA - Sydney,-33.9055215,151.2128,,N/A,3,Zetland
191062,Audi Centre Sydney ,-33.906943843362484,151.2131655272031,,N/A,1,Zetland
190875,Kensington [Jolt],-33.907070570863254,151.22409119211284,,N/A,2,Kensington
272634,Eastgate Bondi Junction,-33.892967,151.248028,,N/A,4,Bondi Junction
272632,Civic Plaza 88 Christie,-33.823861,151.195326,,N/A,4,St Leonards
272686,Raglan Street West,-33.83121718107124,151.24368057896396,,N/A,4,Mosman
193048,Marrickville Metro,-33.90782667980605,151.17114538375472,,N/A,4,Sydney
191164,Evie Mosman,-33.82544433087931,151.24146564876457,,N/A,2,Mosman
272673,Leichhardt Marketplace,-33.883514,151.150017,,N/A,4,Leichhardt
272613,TLE Electrical Artarmon,-33.81845312500111,151.18932889926964,,N/A,2,St Leonards
272630,Royal Randwick,-33.915187,151.240972,,N/A,4,Randwick
273427,bp pulse Sydenham,-33.916260575133784,151.17311326359567,,N/A,1,St Peters
272694,Northbridge Plaza,-33.809374,151.208591,,N/A,4,Northbridge
191165,Evie Lane Cove,-33.81396420883535,151.16927647670855,,N/A,4,Lane Cove
272684,BP Ashfield,-33.87421821418127,151.12682969039508,,N/A,4,Croydon
272641,Ashfield Mall,-33.8895642,151.1235986,,N/A,4,Ashfield
266872,Chatswood Chase Chargefox,-33.79511781061279,151.18644036778977,"Use the entrance on Victoria Avenue, using the left lane into the car park, follow this around to the left and then continue straight. The charger is located at Level B1, Pillar G13 (near the travelators going up to Kmart) 

Beware as this is in a shopping centre access isn't 24/7, hours are generally 6am - 10pm weekdays and 8am - 10pm weekends.  First 3 hours parking free. 

https://www.wilsonparking.com.au/parking-locations/new-south-wales/chatswood/chatswood-chase-car-park/",N/A,1,Chatswood
157457,Charles Street Parking/Charging,-33.91148886722056,151.11746314177572,Provided by Canterbury Bankstown council.EO brand. Best access is via Broughton St.,N/A,1,Canterbury
157463,Canterbury Bankstown Council,-33.90764109899798,151.1039129846189,,N/A,1,Campsie
272619,The Heffron Centre,-33.97374,151.236646,,N/A,8,Chifley
190055,Eden Gardens,-33.78064947709375,151.13421887082995,,N/A,1,Macquarie Park
272618,ENGIE - DFO Homebush,-33.855576,151.076681,,N/A,1,Homebush
190053,Giffnock Avenue,-33.78254134090367,151.1230831406915,,N/A,1,Macquarie Park
150032,Macquarie Supercharger,-33.777782,151.12275,"You *must* be Westbound on Talavera Road and take the 2nd parking entrance, halfway between the 2 traffic lights and below the logo tower with the shop signs. It's hidden until you're right on it. Follow the signs and black painted lane to Valet Parking. 150 kW, *not* 120 kW.",N/A,1,
272627,Macquarie Centre,-33.777565954445315,151.12056384466786,,N/A,4,North Ryde
191394,NRMA Olympic Park,-33.84605079570373,151.06985459321334,,N/A,2,Sydney Olympic Park
190417,Richmond Tavistock No. 3 [Jolt],-33.86602668667314,151.06443969723887,,N/A,2,Sydney
272637,Allambie Grove Business Park,-33.751303,151.2433284,,N/A,2,Frenchs Forest
190041,Macquarie University X6A Banksia Cottage,-33.77520838069468,151.1095032126692,Use Chargefox App or RFID,N/A,1,Macquarie University
298207,Opposite Malbara Crescent,-33.741938777072164,151.21364536627425,,N/A,1,Frenchs Forest
298208,Blackbutts Road,-33.741938777072164,151.21364536627425,,N/A,1,Frenchs Forest
273436,Wiley Park [bp pulse],-33.919392020719556,151.06669418522023,,N/A,2,Wiley Park
272617,ENGIE - Roselands Shopping Centre,-33.935,151.069205,,N/A,1,Roselands
128195,PCYC Car Park,-33.75028109544636,151.28666346345153,"This is the Northern Beaches Council Car Park, with PCYC above. EO chargers are Level 1 of car park just near entrance, Tesla and old chargepoint charger down on level 2.",N/A,3,Dee Why
192687,Stanley St Peakhurst NSW,-33.961219,151.065897,,N/A,2, Peakhurst 
168913,Abbott Road,-33.81195253512282,151.03587917803534,,N/A,1,Rydalmere
191160,Bankstown [Evie],-33.93201456375411,151.03015532131081,,N/A,4,Bankstown
308738,Tesla Supercharger Bankstown,-33.933123083981414,151.0285550577326,,N/A,1,Bankstown
273428,bp pulse Rosehill,-33.818996055217895,151.02170364175703,,N/A,1,Rosehill
272633,Belrose Home,-33.703118,151.212917,,N/A,4,Belrose
272622,Pennant Hills Toyota,-33.7366211,151.0743388,,N/A,1,Pennant Hills
190054,Hillcrest Road,-33.73724500047699,151.07106994908884,,N/A,1,
272700,Red Rooster Guildford,-33.85283452159095,150.99575854229482,,N/A,4,Guildford
272635,BP Caringbah,-34.03295211277035,151.12520883189632,,N/A,4,Caringbah
130686,Tastebuds Tesla Charger,-33.6893362215631,151.224097191251,To the right of the Tastebuds cafe on the side closest to Mona Vale Road.,N/A,1,Sydney
278525,Ampol Waitara,-33.71060645301792,151.1025062095589,,N/A,1,Waitara
272615,ENGIE - Warriewood Square,-33.695602,151.2962878,,N/A,1,Warriewood
157456,"Georges River Council, Carlton Depot",-33.96493620946319,151.0,Check in at front office.,N/A,1,Hurstville
191280,Tesla Supercharger South Village,-34.033063649505685,151.07388271966875,,N/A,1,Kirrawee
191052,Woolworths Kireawee,-34.03429800987962,151.0734299224497,,N/A,2,Kirrawee
210903,Cherrybrook Village - Basement Carpark,-33.721132,151.04396,,N/A,1,CHERRYBROOK
210904,Cherrybrook Village,-33.721132,151.04396,,N/A,1,CHERRYBROOK
190757,Mona Vale [JOLT],-33.67606087720165,151.30325795651265,"Street parking, one marked parking spot",N/A,2,Mona Vale
192929,Mona Vale library carpark [JOLT],-33.67610252225354,151.3038961163004,"In off-street carpark, enter from Park St",N/A,2,Mona Vale
170607,Ampol Woolworths MetroGo Seven Hills,-33.767099,150.954883,"Can be accessed from Foundry Rd through back of Hungry Jack's if coming from West, or perhaps more importantly, if looking to exit onto the M2 or turn at Old Windsor Road to reach the M7.  Try out the air compressor and the squeegee while you charge. They’re immediately next to the charging bays, and the tyre hose reaches both spaces.",N/A,2,Seven Hills
9892,Round Cnr 494-500 Old Northern Road,-33.693647,151.018619,,N/A,1,Dural
273870,bp pulse Seven Hills,-33.76725,150.952041,,N/A,1,Seven Hills
265390,HomeCo Castle Hill,-33.72778176586396,150.976245622693,,N/A,4,Castle Hill
191161,Evie Cabramatta,-33.89880022738458,150.91994378105392,,N/A,4,Cabramatta
272620,Berowra Tennis Centre,-33.621379,151.1494478,,N/A,1,Berowra
272624,ENGIE - Greenway Wetherill Park,-33.850403,150.89840155,,N/A,1,Wetherill Park
272688,Casula Mall,-33.947906375047246,150.90105410921717,,N/A,4,Casula
295979,Barrenjoey Road,-33.597285174014345,151.31997898476163,,N/A,2,
272521,BP Pulse Eastern Creek,-33.811041669720204,150.85030018744214,Pass by the car bowsers to the left of the store - charger is approximately just across the driveway at the rear corner of the store,N/A,1,Eastern Creek
133760,Woolworths Prestons,-33.9521597232138,150.855589807906,,N/A,1,Sydney
204317,ECQ XL,-33.78758418286377,150.854268328623,"4x Type 2 AC charge points, BYO cable",N/A,1,Eastern Creek 
212646,Eastern Creek Quarter,-33.78477823234724,150.8530576715741,ECQ XL is gated and may be inaccessible at night,N/A,1,Eastern Creek
273933,Chargefox,-33.770837178135245,150.84515556849738,,N/A,1,Rooty Hill
267345,Chargefox Teachers Mutual Bank,-33.77239824531827,150.84348282464293,Accessible only during office hours,N/A,1,Rooty Hill
191162,Coles Schofields,-33.706161447313946,150.87557080542024,"Located in the Coles underground car park - opening hours: Mon - Sat 6am - 12am | Sun 7am - 10pm - outside of these hours the chargers are not accessible. Mobile signal isnt great in this car park, I recommend having Evie's RFID, or if you move around the car park you can get enough signal to start the session.",N/A,4,Schofields
273935,The Mount Druitt Hub,-33.767499717192706,150.82239944831394,Charge point is located in black lamp post,N/A,1,Mount Druitt
273904,Leppington Village Shopping Centre,-33.961508128351525,150.80570305129015,,N/A,1,Leppington
266501,Campbelltown Supercharger,-34.07151792013103,150.80730085250025,Located in the car park of Campbelltown Catholic Club,N/A,1,Campbelltown
299879,Chargefox Charging Station,-34.07085887727317,150.80665583075495,,N/A,2,Campbelltown
191163,"Evie Caddens Corner, Kingswood. ",-33.76884540471722,150.73565759781445,,N/A,3,Kinswoid
274056,Ampol Foodary Penrith,-33.7430336465433,150.69296375875626,,N/A,2,Penrith
272693,Jamisontown,-33.770379031934034,150.67371849780716,,N/A,2,Jamisontown
190406,Supercheap auto,-33.76965243504467,150.67186991611658,,N/A,1,Jamisontown‎ 
52844,Crowne Plaza Terrigal,-33.4484777280442,151.445479384747,"Inside hotel carpark, two spots on the left side just after the first left turn ",N/A,1,Terrigal
297042,AmpCharge Charging Station,-33.765456662016454,150.62149884005026,,N/A,2,Glenbrook
266538,Blaxland Supercharger,-33.74525300296909,150.61025805036633,,N/A,1,Blaxland
266767,BP Pulse,-33.36290641211102,151.44446174596283,,N/A,2,Tumbi Umbi
161843,Picton [NRMA],-34.16820562741403,150.61093049806357,,N/A,2,Picton
128371,Central Coast Supercharger [Tesla],-33.309014,151.421114,,N/A,1,Tuggerah
131610,Innovation Campus - University of Wollongong,-34.40010718082921,150.8996891900606,Turn East off Innovation Way on the North side of the Sustainable Buildings Research Centre - Building 237,N/A,3,North Wollongong
273425,Fairy Meadow [bp pulse],-34.40299801963799,150.89157957672126,,N/A,1,Fairy Meadow
131841,Wollongong Central - P1 Basement Car Park,-34.4233979669063,150.892280394333,Turn left after the boom gate.,N/A,2,Wollongong 
235461,Wollongong Central - Regent St Carpark,-34.423975432207065,150.8913817469645,,N/A,4,Wollongong
191177,Stewart Street Carpark [NRMA],-34.42839437417402,150.9002218527666,,N/A,3,Wollongong
279180,Ampol Foodary Pheasants Nest Southbound,-34.2834466714301,150.63939668827243,,N/A,2,Pheasants Nest 
279179,Ampol Foodary Pheasants Nest Northbound,-34.2829974272134,150.63679286992692,,N/A,2,Pheasants Nest
131564,Figtree Grove Shopping Centre ,-34.43743163189117,150.86340370780567,Enter via the Eastern traffic lights off The Avenue,N/A,1,Figtree 
171646,Wollongong Supercharger,-34.43797320339262,150.8633622012107,,N/A,1,Figtree
266540,Evie Lawson,-33.72070368975226,150.4297109802278,,N/A,4,Lawson
131563,Jax EV @ Warrawong Plaza,-34.4868830425302,150.890772967401,Western wall of JAX Tyres on the rooftop car park ,N/A,1,Warrawong
170985,The Place @ Warrawong Plaza,-34.486377904198555,150.88795170004096,Access from South bound lane on King Street.,N/A,1,Warrawong
272708,ENGIE - Lake Haven Centre,-33.24078932377033,151.50325247968817,,N/A,1,Lake Haven
272496,Evie Dapto Mall,-34.49497612676224,150.79547723050382,,N/A,4,Dapto
131881,Stockland Shellharbour Shopping Centre ( Shellharbour Square) - West,-34.563672909556324,150.83831953671825,Roof top car park ,N/A,2,Shellharbour City Centre
131895,Stockland,-34.5636660185915,150.838163461777,,N/A,1,Shellharbour City Centre
190407,Scenic World Carpark,-33.728024559118296,150.300728600681,"Tesla 3 phase AC 22kW by the fire stairs near exit. Appear to be set to Legacy and should work with any Type 2 car.  
Wall outlets on corner near fire stairs on most levels of multi storey car park.",N/A,1,Katoomba
171647,Woolworths Shell Cove,-34.588308117930936,150.86592718102042,,N/A,2,Shellharbour
190408,Hydro Majestic Hotel,-33.67697329948779,150.281626751796,,N/A,2,Medlow Bath
60564,Mittagong NSW Main Street,-34.4499721,150.451723,Recharger is at the rear of the building at the southern end of the car park,N/A,1,Mittagong 
161844,Mittagong NRMA,-34.45002862260948,150.44244730477044,,N/A,2,Mittagong
272675,Swansea,-33.0833,151.6333,,N/A,4,
161832,Great North Trading Post,-32.990224952340206,151.1307728426591,"Ask cafe staff for access, try the burgers and coffee!",N/A,1,Laguna
270949,RMIT - City Campus,-37.80624795114712,144.96401596254236,,N/A,2,Carlton
41209,100 St Kilda Rd,-37.82155,144.968518,,N/A,1,Southbank
18826,11 Nicholson Street,-37.804609,144.972702,,N/A,1,Carlton
202147,Lorbek Luxury Cars,-37.821362270898675,144.95148061129817,,N/A,1,Port Melbourne
308750,Tesla Supercharger South Melbourne,-37.83227022248282,144.9609633571161,,N/A,1,South Melbourne
191055,Collingwood Library,-37.80446562888998,144.99324369474311,,N/A,4,Abbotsford
270950,JET Charge Office,-37.82858393063794,144.93443851602245,,N/A,3,Port Melbourne
307988,Evie Richmond Library,-37.825531454943984,144.99874510755922,,N/A,1,Richmond
31109,650 Church Street Building 5,-37.8318863645605,144.995866953165,Tesla Store & Service Centre.,N/A,1,Melbourne
307989,Woolworths Fishermans Bend,-37.8313475403691,144.92982685129846,,N/A,1,Fishermans Bend
210899,Middy’s Port Melbourne,-37.82819,144.925654,Only available during store trading hours.  Trading Hours Monday to Friday 6.00am - 5.00pm Saturdays 7.00am - 12.00pm Sundays Closed.,N/A,2,Port Melbourne
307788,Ampcharge Barkly Square,-37.776585212413124,144.9639271835984,,N/A,1,Brunswick
270908,ENGIE - VIctoria Gardens,-37.81230000849669,145.01104431147348,,N/A,2,Richmond
